hold_days,exit_price,exit_reason,pnl_pct,max_profit,max_drawdown,stock_code,signal_date,signal_type,entry_price,wave_gain,consolidation_drawdown,industry,sector_momentum,sector_strong,market_regime,index_code,_hold_bin
16,4.752999999999999,stop_loss,-0.2065108514190319,0.015025041736227021,-0.21368948247078468,sh.600121,2025-10-28,anomaly_no_decline,5.99,0.26297113171069686,0.11496350364963517,银行/金融,0.0007623308611444349,False,bull,sh.000300,11天+
9,4.752999999999999,stop_loss,-0.1557726465364122,0.03907637655417402,-0.1634103019538188,sh.600121,2025-11-06,anomaly_no_decline,5.63,0.26297113171069686,0.11496350364963517,银行/金融,0.0007623308611444349,False,range,sh.000300,6-10天
15,11.25,final,0.017179023508137388,0.09764918625678119,0.0,sh.600135,2026-03-30,anomaly_no_decline,11.06,0.24290537384595545,0.15913200723327303,银行/金融,0.0007623308611444349,False,bear,sh.000300,11天+
10,11.25,final,0.16701244813278002,0.19190871369294601,0.0,sh.600135,2026-04-07,anomaly_no_decline,9.64,0.24290537384595545,0.15913200723327303,银行/金融,0.0007623308611444349,False,bear,sh.000300,6-10天
6,11.25,final,0.11386138613861391,0.1376237623762377,0.0,sh.600135,2026-04-13,bullish_engulfing,10.1,0.24290537384595545,0.15913200723327303,银行/金融,0.0007623308611444349,False,bull,sh.000300,6-10天
20,34.9,time_exit,0.10793650793650789,0.13523809523809519,-0.04253968253968254,sh.600141,2025-11-27,bullish_engulfing,31.5,0.19124929669531165,0.08929110105580686,银行/金融,0.0007623308611444349,False,bear,sh.000300,11天+
7,16.06,trailing_stop,0.04285714285714275,0.25779220779220785,-0.007792207792207856,sh.600151,2025-12-12,anomaly_no_decline,15.4,0.5008750374868749,0.060073260073260096,银行/金融,0.0007623308611444349,False,bull,sh.000300,6-10天
6,16.06,trailing_stop,-0.0519480519480521,0.1434474616292798,-0.09799291617473446,sh.600151,2025-12-15,anomaly_no_decline,16.94,0.5008750374868749,0.060073260073260096,银行/金融,0.0007623308611444349,False,bull,sh.000300,6-10天
5,16.06,trailing_stop,-0.06519208381839355,0.12747380675203732,-0.06519208381839355,sh.600151,2025-12-16,anomaly_no_decline,17.18,0.5008750374868749,0.060073260073260096,银行/金融,0.0007623308611444349,False,range,sh.000300,4-5天
17,20.51,trailing_stop,0.1318984547461369,0.2582781456953642,-0.20253863134657846,sh.600151,2025-12-17,anomaly_no_decline,18.12,0.5008750374868749,0.060073260073260096,银行/金融,0.0007623308611444349,False,range,sh.000300,11天+
16,20.51,trailing_stop,0.0806111696522656,0.20126448893572182,-0.23867228661749215,sh.600151,2025-12-18,anomaly_no_decline,18.98,0.5008750374868749,0.060073260073260096,银行/金融,0.0007623308611444349,False,range,sh.000300,11天+
10,10.01,trailing_stop,0.06263269639065816,0.15605095541401282,-0.04352441613588112,sh.600152,2026-03-04,anomaly_no_decline,9.42,0.1563452167600503,0.07499999999999996,银行/金融,0.0007623308611444349,False,bear,sh.000300,6-10天
9,10.01,trailing_stop,0.04597701149425282,0.13793103448275865,-0.05851619644723098,sh.600152,2026-03-05,anomaly_no_decline,9.57,0.1563452167600503,0.07499999999999996,银行/金融,0.0007623308611444349,False,bear,sh.000300,6-10天
5,10.01,trailing_stop,0.02351738241308798,0.11349693251533756,-0.06543967280163587,sh.600152,2026-03-11,anomaly_no_decline,9.78,0.1563452167600503,0.07499999999999996,银行/金融,0.0007623308611444349,False,range,sh.000300,4-5天
3,10.01,trailing_stop,0.024564994882292756,0.11463664278403286,-0.030706243602865807,sh.600152,2026-03-13,anomaly_no_decline,9.77,0.1563452167600503,0.07499999999999996,银行/金融,0.0007623308611444349,False,bear,sh.000300,1-3天
20,11.89,time_exit,0.10604651162790703,0.10604651162790703,-0.19720930232558131,sh.600152,2026-03-16,anomaly_no_decline,10.75,0.1563452167600503,0.07499999999999996,银行/金融,0.0007623308611444349,False,bear,sh.000300,11天+
3,6.96,trailing_stop,-0.008547008547008492,0.20940170940170952,-0.008547008547008492,sh.600172,2025-10-21,anomaly_no_decline,7.02,0.1567196918477316,0.1137071651090342,银行/金融,0.0007623308611444349,False,range,sh.000300,1-3天
9,5.978,stop_loss,-0.11698670605612997,0.04579025110782873,-0.16395864106351543,sh.600172,2025-12-03,bullish_engulfing,6.77,0.20729720126733908,0.19947506561679795,银行/金融,0.0007623308611444349,False,bear,sh.000300,6-10天
